kpn,등록번호,근교계수,아비,조부,외조부,12개월체중 육종가,12개월체중 정확도,도체중 육종가,도체중 정확도,등심단면적 육종가,등심단면적 정확도,등지방두께 육종가,등지방두께 정확도,근내지방도 육종가,근내지방도 정확도,12개월체중 표준화육종가,도체중 표준화육종가,등심단면적 표준화육종가,등지방두께 표준화육종가,근내지방도 표준화육종가,체고 육종가,체고 정확도,십자부고 육종가,십자부고 정확도,체장 육종가,체장 정확도,흉심 육종가,흉심 정확도,흉폭 육종가,흉폭 정확도,요각폭 육종가,요각폭 정확도,곤폭 육종가,곤폭 정확도,좌골폭 육종가,좌골폭 정확도,고장 육종가,고장 정확도,흉위 육종가,흉위 정확도,체고 표준화육종가,십자부고 표준화육종가,체장 표준화육종가,흉심 표준화육종가,흉폭 표준화육종가,요각폭 표준화육종가,곤폭 표준화육종가,좌골폭 표준화육종가,고장 표준화육종가,흉위 표준화육종가,체고 육종가,체고 정확도,십자부고 육종가,십자부고 정확도,체장 육종가,체장 정확도,흉심 육종가,흉심 정확도,흉폭 육종가,흉폭 정확도,요각폭 육종가,요각폭 정확도,곤폭 육종가,곤폭 정확도,좌골폭 육종가,좌골폭 정확도,고장 육종가,고장 정확도,흉위 육종가,흉위 정확도,체고 표준화육종가,십자부고 표준화육종가,체장 표준화육종가,흉심 표준화육종가,흉폭 표준화육종가,요각폭 표준화육종가,곤폭 표준화육종가,좌골폭 표준화육종가,고장 표준화육종가,흉위 표준화육종가,안심중량 육종가,안심중량 정확도,등심중량 육종가,등심중량 정확도,채끝중량육종가,채끝중량정확도,목심중량 육종가,목심중량 정확도,앞다리중량 육종가,앞다리중량 정확도,우둔중량 육종가,우둔중량 정확도,설도중량 육종가,설도중량 정확도,사태중량 육종가,사태중량 정확도,양지중량 육종가,양지중량 정확도,갈비중량 육종가,갈비중량 정확도,안심중량 표준화육종가,등심중량 표준화육종가,채끝중량 표준화육종가,목심중량 표준화육종가,앞다리중량 표준화육종가,우둔중량 표준화육종가,설도중량 표준화육종가,사태중량 표준화육종가,양지중량 표준화육종가,갈비중량 표준화육종가,안심비율 육종가,안심비율 정확도,등심비율 육종가,등심비율 정확도,채끝비율 육종가,채끝비율 정확도,목심비율 육종가,목심비율 정확도,앞다리비율 육종가,앞다리비율 정확도,우둔비율 육종가,우둔비율 정확도,설도비율 육종가,설도비율 정확도,사태비율 육종가,사태비율 정확도,양지비율 육종가,양지비율 정확도,갈비비율 육종가,갈비비율 정확도,안심비율 표준화육종가,등심비율 표준화육종가,채끝비율 표준화육종가,목심비율 표준화육종가,앞다리비율  표준화육종가,우둔비율 표준화육종가,설도비율 표준화육종가,사태비율 표준화육종가,양지비율 표준화육종가,갈비비율 표준화육종가
KPN643,221821634,0.00%,KPN310,KPN137,KPN219,9.8456,0.67,-5.8219,0.6,-4.2153,0.55,-0.5026,0.53,-0.8545,0.54,-0.0456,-0.6088,-1.1469,-0.3044,-0.7909,0.74225712,0.75,1.05144441,0.76,1.7846,0.74,-0.822,0.69,-0.7076,0.67,-0.4479,0.68,-0.1271,0.69,0.0523,0.71,0.1116,0.68,-3.0498,0.68,0.4105,0.5103,0.5379,-0.7842,-1.1856,-1.0576,-0.3184,-0.1909,-0.0339,-1.4738,-0.2753,0.59,0.52,0.57,-0.4991,0.54,-0.9146,0.46,-1.5431,0.46,-0.5951,0.64,-0.525,0.5,0.2465,0.5,-0.9931,0.48,-4.8321,0.52,-0.1505,0.2238,-0.2339,-1.2259,-1.7194,-0.4707,-0.4965,0.5634,-1.2485,-1.759,0.0269,0.51,1.0232,0.55,0.1654,0.54,0.4133,0.47,0.5823,0.54,0.4602,0.52,0.4697,0.54,0.0841,0.53,0.2134,0.51,1.7988,0.54,-0.8409,-0.7634,-0.81,-0.514,-0.6797,-0.5272,-0.7606,-0.8557,-0.8212,-0.6246,-0.0193,0.45,0.1238,0.48,0.0083,0.39,0.0633,0.39,0.0593,0.45,0.0443,0.47,-0.016,0.46,-0.045,0.42,-0.0856,0.39,0.1993,0.43,-0.1659,-0.2319,-0.3367,0.1375,-0.1124,0.1923,-0.248,-0.3108,-0.2501,0.3912
KPN644,221821635,0.49%,KPN387,KPN123,KPN232,-1.6828,0.66,-4.8671,0.59,1.7585,0.54,-1.7144,0.52,-0.5595,0.51,-0.726,-0.5649,0.0743,-1.0092,-0.483,-1.60708404,0.75,-1.55638325,0.75,-0.824,0.73,-1.1727,0.68,-0.8199,0.66,-0.9184,0.67,-0.7314,0.68,-0.5829,0.7,-0.251,0.67,-3.7926,0.67,-0.9898,-0.9625,-0.6942,-1.2279,-1.3348,-1.7369,-1.1856,-0.9066,-0.8074,-1.8385,-4.4137,0.59,-3.8047,0.57,-4.4914,0.55,-1.4913,0.47,-1.3532,0.47,-1.9265,0.63,-1.6655,0.5,-0.3952,0.51,-1.1366,0.49,-4.2326,0.53,-2.1221,-1.9488,-2.0318,-2.115,-1.4854,-1.3586,-1.7772,-0.7415,-1.4415,-1.5265,0.0759,0.51,0.8783,0.54,0.1859,0.53,0.0108,0.48,-0.0113,0.54,0.1063,0.52,0.1912,0.54,-0.0721,0.53,-0.3153,0.51,-0.4787,0.54,-0.703,-0.8238,-0.7709,-0.8733,-1.0177,-0.7745,-0.8805,-1.0262,-1.126,-1.374,0.0347,0.46,0.2826,0.48,0.0658,0.39,0.0192,0.41,0.0339,0.46,0.0615,0.47,0.1127,0.47,0.009,0.43,-0.061,0.41,-0.0799,0.44,0.7018,0.2784,0.36,-0.0965,-0.2143,0.2624,0.1515,0.1116,-0.1477,-0.5194
KPN645,221821640,0.00%,KPN387,KPN123,KPN232,-11.7002,0.83,-18.2537,0.84,-7.4211,0.86,-0.6559,0.86,0.0938,0.88,-1.3173,-1.1811,-1.8022,-0.3936,0.1988,0.25219792,0.85,0.09164334,0.86,0.3844,0.84,-0.3079,0.81,-1.0792,0.78,-0.6462,0.79,-0.3865,0.79,-0.7486,0.82,-0.1242,0.78,-2.9723,0.8,0.1184,-0.0317,-0.1234,-0.134,-1.6793,-1.3439,-0.6906,-1.0933,-0.5369,-1.4358,-0.3398,0.84,-0.0331,0.82,-3.9614,0.79,-1.4733,0.7,-2.6619,0.71,-1.6234,0.88,-2.0403,0.74,-0.4142,0.75,-0.6396,0.72,-5.475,0.77,-0.1813,-0.0541,-1.7931,-2.0873,-3.0986,-1.1564,-2.1981,-0.78,-0.7729,-2.0082,0.0635,0.77,0.557,0.82,-0.0135,0.8,-0.2633,0.69,0.1538,0.81,-0.24,0.8,-0.0366,0.81,-0.1159,0.79,-0.4859,0.73,-0.4758,0.79,-0.7377,-0.9579,-1.1517,-1.118,-0.9237,-1.0165,-0.9785,-1.074,-1.2244,-1.3731,0.0326,0.71,0.1835,0.77,0.0021,0.72,-0.0141,0.59,0.0754,0.72,-0.0267,0.75,0.0572,0.73,0.0051,0.69,-0.1111,0.6,-0.0931,0.68,0.6683,-0.04,-0.4123,-0.2729,-0.0478,-0.0959,-0.0207,0.0812,-0.356,-0.5624
KPN646,221821641,0.00%,KPN394,KPN123,KPN169,26.3294,0.73,-1.0737,0.74,-2.093,0.76,1.6831,0.77,-3.4486,0.79,0.9273,-0.3902,-0.713,0.9669,-3.4983,-1.0806036,0.72,-1.41025603,0.73,0.2465,0.7,0.3065,0.64,0.3241,0.61,-0.0304,0.62,-0.3364,0.63,-0.4187,0.66,-0.0698,0.62,0.5707,0.62,-0.676,-0.88,-0.1885,0.6433,0.1851,-0.4549,-0.6188,-0.7216,-0.4208,0.3036,-1.5492,0.76,-1.4696,0.74,1.5751,0.7,-1.5155,0.59,0.221,0.59,0.8568,0.82,0.1303,0.64,-0.5538,0.65,-0.3325,0.61,-0.3952,0.67,-0.7574,-0.7757,0.7002,-2.1524,0.4553,0.4976,0.2393,-1.064,-0.36,-0.0386,0.1576,0.61,-0.2349,0.71,0.1822,0.68,0.4077,0.51,0.555,0.65,0.5414,0.64,1.3208,0.66,0.763,0.63,1.7975,0.59,0.6066,0.67,-0.4731,-1.2883,-0.7779,-0.5189,-0.6953,-0.4704,-0.3944,-0.1145,0.0921,-1.0169,-0.0125,0.49,-0.3954,0.6,-0.0187,0.52,-0.0185,0.34,-0.0892,0.43,-0.0408,0.51,0.0426,0.48,0.0591,0.43,0.1678,0.39,-0.3521,0.43,-0.0571,-1.9002,-0.6647,-0.2965,-0.708,-0.1533,-0.0662,0.5037,0.8041,-1.4073
KPN647,221771506,0.00%,KPN338,KPN147,KPN170,12.2005,0.79,14.293,0.81,2.7766,0.83,-2.341,0.84,-0.745,0.86,0.0934,0.3171,0.2825,-1.3737,-0.6767,-1.2620194,0.84,-1.23518097,0.85,-0.143,0.83,-0.4801,0.8,0.7247,0.77,0.3862,0.78,-0.1014,0.78,0.0112,0.81,0.1057,0.77,0.4536,0.79,-0.7841,-0.7811,-0.3725,-0.3517,0.7174,0.1466,-0.2814,-0.2371,-0.0464,0.2461,-1.7554,0.82,-2.0593,0.8,-1.108,0.77,-0.4703,0.66,0.2601,0.67,0.8699,0.87,0.3961,0.71,-0.0476,0.72,-0.2665,0.69,0.5464,0.74,-0.8557,-1.0719,-0.5081,-0.5406,0.5035,0.5063,0.5378,-0.0347,-0.2712,0.3264,0.5028,0.71,2.4647,0.79,0.7425,0.76,1.117,0.62,2.2165,0.75,1.7793,0.75,3.0639,0.76,1.1633,0.73,1.4481,0.68,3.2923,0.76,0.4987,-0.162,0.2921,0.1144,0.2508,0.3948,0.3558,0.3226,-0.1093,-0.1331,0.0134,0.62,0.0111,0.71,0.0666,0.65,0.0599,0.48,0.1212,0.61,0.0845,0.66,0.1621,0.64,0.0144,0.59,-0.136,0.51,-0.1637,0.58,0.3602,-0.5939,0.3705,0.1193,0.1358,0.3555,0.3047,0.1536,-0.4597,-0.7929
KPN648,221771433,0.00%,KPN338,KPN147,KPN198,15.4708,0.78,-6.7208,0.8,-1.6929,0.82,-0.4344,0.82,-1.4163,0.84,0.2864,-0.6502,-0.6312,-0.2648,-1.3772,0.70073527,0.81,0.36657649,0.82,2.3845,0.8,2.1434,0.76,0.481,0.73,1.0575,0.74,0.9988,0.75,0.8444,0.77,0.6787,0.74,4.4306,0.75,0.3858,0.1235,0.8212,2.9671,0.3936,1.1157,1.2975,0.7017,1.1757,2.1985,-0.8688,0.8,-1.4071,0.78,-0.6201,0.74,0.3194,0.64,-1.0555,0.65,0.0409,0.85,0.0925,0.69,-0.231,0.7,-0.148,0.67,-2.0806,0.72,-0.4333,-0.7443,-0.2884,0.6769,-1.1183,-0.0465,0.1968,-0.4075,-0.1119,-0.6921,0.1135,0.69,0.4876,0.77,0.3354,0.74,0.1063,0.61,0.4089,0.73,0.2861,0.72,0.2464,0.74,0.3446,0.71,-0.1137,0.67,0.2113,0.74,-0.597,-0.9868,-0.4854,-0.7881,-0.7785,-0.6488,-0.8567,-0.5712,-1.0098,-1.1469,0.0202,0.61,0.0557,0.69,0.0871,0.63,0.0148,0.49,0.0438,0.59,0.0319,0.64,0.0025,0.62,0.0481,0.58,-0.1223,0.52,0.0085,0.57,0.469,-0.4509,0.6187,-0.1201,-0.1747,0.142,-0.1908,0.4172,-0.4028,-0.231
KPN649,221815645,0.00%,KPN336,KPN147,KPN103,1.5476,0.64,-4.869,0.57,0.1887,0.52,-0.9565,0.49,-0.1643,0.49,-0.5354,-0.565,-0.2466,-0.5684,-0.0705,0.05428551,0.73,-0.0672027,0.74,0.659,0.72,-0.1849,0.66,-0.3163,0.64,-0.1218,0.65,-0.0769,0.66,0.1418,0.68,-0.1321,0.65,-0.603,0.65,0.0004,-0.1214,0.0063,0.0217,-0.6658,-0.5868,-0.2463,-0.0901,-0.5537,-0.2726,-0.3821,0.47,-0.3138,0.46,0.0627,0.45,-0.1604,0.4,-1.0218,0.41,-0.6901,0.49,-0.6482,0.42,-0.2149,0.43,-0.1835,0.41,-2.1109,0.44,-0.2014,-0.1951,0.0191,-0.0629,-1.0767,-0.534,-0.6349,-0.3749,-0.1595,-0.7039,0.2264,0.49,1.0992,0.52,0.1997,0.51,0.6773,0.45,0.9131,0.51,0.192,0.5,0.5164,0.52,0.275,0.51,0.2187,0.48,-0.2301,0.51,-0.2793,-0.7317,-0.7445,-0.2782,-0.4914,-0.7146,-0.7405,-0.6472,-0.8181,-1.2922,0.0563,0.43,0.2085,0.45,0.0358,0.36,0.1408,0.37,0.179,0.43,-0.004,0.45,0.0534,0.44,0.0366,0.4,-0.042,0.37,-0.1976,0.41,1.0487,0.0403,-0.003,0.5484,0.3676,-0.0039,-0.0326,0.3275,-0.0686,-0.9034
KPN650,221811223,0.00%,KPN387,KPN123,KPN200,-1.8733,0.76,-8.7889,0.76,0.2059,0.77,0.1088,0.77,-0.4632,0.8,-0.7373,-0.7454,-0.243,0.0512,-0.3825,-3.01961827,0.84,-2.73693871,0.84,-2.6614,0.82,-1.6741,0.79,-0.4415,0.76,-1.0094,0.77,-1.2003,0.77,-1.5467,0.8,-0.7628,0.76,-2.7548,0.78,-1.8317,-1.6293,-1.562,-1.8623,-0.832,-1.8683,-1.8586,-1.9926,-1.899,-1.329,-2.5807,0.79,-2.7442,0.77,-2.6362,0.73,-1.281,0.63,-1.3412,0.64,-0.186,0.84,-0.8456,0.68,-0.4247,0.69,-1.1643,0.66,-4.4237,0.71,-1.2488,-1.416,-1.1963,-1.7909,-1.4705,-0.1978,-0.8566,-0.8013,-1.4787,-1.6006,0.2213,0.67,1.8559,0.74,0.4131,0.72,0.608,0.6,1.027,0.71,0.9507,0.7,1.1466,0.71,0.3237,0.69,0.6413,0.65,0.9489,0.71,-0.2937,-0.4159,-0.3369,-0.3401,-0.4266,-0.1843,-0.4693,-0.594,-0.5745,-0.9042,0.0303,0.6,0.272,0.67,0.0718,0.61,0.0857,0.48,0.143,0.58,0.1439,0.62,0.1151,0.61,0.0001,0.56,-0.0161,0.51,-0.0824,0.56,0.6315,0.2442,0.4328,0.2563,0.2234,0.5968,0.1588,0.0417,0.0391,-0.5277
KPN651,221771776,0.00%,KPN333,KPN123,KPN202,7.7426,0.75,-2.7435,0.75,-1.9367,0.77,1.1205,0.77,-2.1564,0.8,-0.1697,-0.4671,-0.6811,0.6397,-2.1496,0.65699565,0.82,0.72692829,0.82,-0.3513,0.8,-0.104,0.77,-0.3885,0.74,-0.2831,0.74,-0.3408,0.75,-0.6082,0.78,-0.3662,0.74,-0.4199,0.76,0.3597,0.3271,-0.4709,0.124,-0.7616,-0.8198,-0.6251,-0.9351,-1.053,-0.1827,0.369,0.73,0.2151,0.71,-0.9169,0.68,-0.1162,0.58,0.8462,0.59,0.4119,0.78,-0.908,0.62,0.0485,0.63,0.1474,0.6,-0.5076,0.65,0.1564,0.0706,-0.422,0.0053,1.226,0.2009,-0.9267,0.1607,0.2855,-0.0822,0.1926,0.65,0.2652,0.73,0.0719,0.7,0.4237,0.57,0.3777,0.69,0.3605,0.68,0.9758,0.69,0.3665,0.67,0.8695,0.63,1.0439,0.7,-0.3743,-1.0796,-0.9885,-0.5046,-0.7962,-0.5968,-0.5428,-0.5473,-0.4429,-0.873,0.0046,0.57,-0.1914,0.65,-0.041,0.58,-0.0016,0.45,-0.111,0.55,-0.0724,0.6,-0.0231,0.58,-0.021,0.53,-0.004,0.48,-0.1498,0.53,0.2186,-1.2449,-0.9355,-0.2069,-0.7957,-0.2816,-0.27,-0.1231,0.0895,-0.7474
KPN652,221815559,0.00%,KPN338,KPN147,KPN490,3.2374,0.77,-5.9814,0.77,-3.5354,0.78,2.4706,0.78,-0.5879,0.81,-0.4356,-0.6162,-1.0079,1.4249,-0.5127,0.81850976,0.83,0.7016409,0.84,1.2024,0.82,1.4633,0.78,-0.3944,0.75,0.433,0.76,0.6225,0.76,-0.3537,0.79,0.1123,0.76,2.2941,0.77,0.4559,0.3128,0.263,2.1067,-0.7695,0.2142,0.7575,-0.6484,-0.0325,1.1497,0.0925,0.8,-0.2194,0.78,1.6701,0.75,1.0578,0.65,-0.7598,0.66,0.4662,0.85,-0.8434,0.7,-0.3692,0.71,0.1303,0.68,1.1341,0.73,0.0247,-0.1477,0.743,1.8155,-0.7538,0.2372,-0.8541,-0.6886,0.2625,0.5543,-0.0361,0.7,0.2776,0.76,0.1796,0.74,-0.3608,0.62,-0.1573,0.73,-0.1572,0.73,-0.2741,0.74,0.0312,0.72,-0.3732,0.67,0.371,0.73,-1.0181,-1.0744,-0.783,-1.2051,-1.1009,-0.9586,-1.0807,-0.9134,-1.1594,-1.0944,-0.012,0.63,0.0407,0.7,0.0487,0.64,-0.0973,0.52,-0.0487,0.63,-0.0632,0.67,-0.0998,0.65,-0.0154,0.6,-0.1682,0.54,0.0994,0.6,-0.0483,-0.499,0.1527,-0.7144,-0.5455,-0.2443,-0.508,-0.0793,-0.5938,0.0654
KPN653,221800652,0.00%,KPN393,KPN123,KPN261,16.6086,0.86,19.4753,0.86,1.7829,0.87,-1.335,0.87,-0.3051,0.89,0.3536,0.5557,0.0793,-0.7886,-0.2175,2.04028416,0.9,2.46481323,0.9,3.5321,0.89,-0.3383,0.87,0.1491,0.83,0.2313,0.84,0.7267,0.84,0.3865,0.87,0.4152,0.83,-0.4832,0.85,1.1842,1.3086,1.3633,-0.1724,-0.0473,-0.0771,0.9069,0.1857,0.6137,-0.2138,0.3656,0.86,0.8649,0.84,1.2553,0.82,-0.3216,0.72,0.1088,0.73,-0.3476,0.9,0.0524,0.77,0.1009,0.77,0.308,0.75,0.804,0.8,0.1547,0.3971,0.5562,-0.3115,0.317,-0.3056,0.1517,0.2672,0.5015,0.4263,0.1902,0.78,2.9147,0.84,0.5567,0.82,1.4576,0.7,0.7041,0.82,0.4687,0.82,1.7082,0.82,0.0329,0.8,0.988,0.74,3.1465,0.81,-0.3813,0.0258,-0.0627,0.4185,-0.6104,-0.5212,-0.2276,-0.9115,-0.3746,-0.1811,-0.0544,0.72,0.1765,0.78,0.0209,0.73,0.1527,0.6,-0.2173,0.73,-0.2522,0.76,-0.1645,0.75,-0.2346,0.7,-0.3091,0.61,-0.0321,0.69,-0.73,-0.0626,-0.1843,0.6112,-1.2219,-1.0121,-0.709,-1.793,-1.1797,-0.3634
KPN654,221811968,0.00%,KPN281,KPN108,KPN111,-9.1756,0.94,6.5012,0.89,3.4337,0.87,-0.1731,0.87,0.9825,0.89,-1.1683,-0.0416,0.4168,-0.1128,1.1263,-0.33492243,0.95,0.20499051,0.95,0.1714,0.94,-0.7127,0.94,-1.5295,0.91,-0.5238,0.92,-0.038,0.92,-0.3318,0.94,-0.1032,0.91,-2.9756,0.93,-0.2315,0.0323,-0.224,-0.646,-2.2775,-1.1672,-0.1905,-0.6237,-0.4921,-1.4374,0.0527,0.85,0.4916,0.83,1.1099,0.81,-0.0428,0.71,-1.484,0.71,-0.5195,0.89,-0.2501,0.75,-0.6989,0.76,0.663,0.73,-1.8956,0.78,0.0057,0.2095,0.4907,0.1185,-1.6465,-0.4203,-0.1879,-1.359,0.979,-0.6204,0.4708,0.85,3.9063,0.88,0.7983,0.87,1.7583,0.78,2.4459,0.88,1.9323,0.88,3.77,0.88,1.3396,0.87,1.2079,0.81,2.6811,0.86,0.4086,0.4395,0.3987,0.6869,0.3814,0.5018,0.6596,0.5151,-0.2479,-0.3343,0.0222,0.82,0.4168,0.85,0.0569,0.81,0.1744,0.71,0.2552,0.84,0.1911,0.85,0.4746,0.84,0.1119,0.81,-0.1211,0.71,-0.2892,0.79,0.5003,0.7095,0.2527,0.7263,0.6732,0.7888,1.2747,0.9161,-0.3978,-1.2023
KPN655,221844137,1.56%,KPN333,KPN123,KPN205,0.4464,0.75,-9.0896,0.76,-1.0532,0.77,-0.686,0.77,-1.0128,0.8,-0.6004,-0.7592,-0.5005,-0.4111,-0.9561,-0.75942022,0.82,-0.69167668,0.82,-1.5229,0.8,-0.9085,0.77,0.0662,0.74,-0.2984,0.74,-0.7102,0.75,-0.0624,0.78,-0.1882,0.74,-1.7746,0.75,-0.4845,-0.4741,-1.0242,-0.8937,-0.1575,-0.8417,-1.1553,-0.3201,-0.6734,-0.8478,-0.7063,0.78,-0.5535,0.75,-1.2307,0.72,-0.9762,0.62,-0.1324,0.62,0.3287,0.83,-0.1276,0.66,-0.0906,0.67,0.0502,0.64,-1.8554,0.7,-0.3559,-0.3155,-0.5634,-1.3207,0.0196,0.1454,-0.0504,-0.122,0.1548,-0.6048,0.3964,0.66,2.1543,0.73,0.3495,0.71,0.9193,0.58,1.3393,0.7,0.567,0.69,1.7737,0.71,0.8342,0.68,1.0832,0.64,1.2948,0.7,0.1991,-0.2915,-0.4584,-0.0621,-0.2487,-0.4525,-0.1994,-0.0367,-0.3197,-0.7904,0.0443,0.58,0.2042,0.66,0.0044,0.59,0.0649,0.46,0.0599,0.58,-0.0811,0.62,0.0931,0.6,0.0533,0.55,-0.0447,0.49,-0.292,0.55,0.8557,0.0266,-0.3848,0.146,-0.1098,-0.3172,0.0906,0.4583,-0.08,-1.2115
KPN656,221817495,0.00%,KPN337,KPN147,KPN124,5.6315,0.82,-21.2144,0.83,6.2171,0.85,-0.3338,0.85,-1.049,0.87,-0.2943,-1.3174,0.9858,-0.2062,-0.9939,-1.21620452,0.87,-1.25534844,0.87,-0.1931,0.86,-0.8504,0.83,-0.1626,0.79,-0.6059,0.8,-0.6625,0.81,-0.0455,0.84,-0.4839,0.8,-0.622,0.82,-0.7568,-0.7925,-0.3962,-0.8202,-0.4615,-1.2857,-1.0868,-0.3011,-1.304,-0.2819,-2.2359,0.83,-2.4285,0.8,-2.8319,0.77,-1.2352,0.65,-2.1426,0.66,-3.2392,0.87,-1.3628,0.71,-0.7086,0.72,-1.4485,0.68,-4.794,0.74,-1.0846,-1.2574,-1.2844,-1.7202,-2.4585,-2.234,-1.4374,-1.3786,-1.861,-1.7442,0.1919,0.79,0.7046,0.83,0.3732,0.81,-0.3121,0.71,-0.6271,0.83,-0.0459,0.83,-0.0455,0.83,0.1253,0.81,-1.5302,0.74,-1.2833,0.79,-0.3765,-0.8963,-0.4132,-1.1616,-1.3684,-0.8808,-0.9823,-0.8106,-1.8265,-1.6387,0.0796,0.75,0.4252,0.8,0.1524,0.75,-0.0008,0.62,-0.0375,0.77,0.1063,0.79,0.188,0.78,0.095,0.73,-0.2677,0.62,-0.0267,0.71,1.4238,0.7366,1.411,-0.2026,-0.5005,0.4444,0.3851,0.7839,-1.0077,-0.3458
KPN657,221840248,0.00%,KPN333,KPN123,KPN118,18.302,0.72,0.057,0.72,-4.4214,0.74,0.3524,0.74,-2.2692,0.76,0.4535,-0.3382,-1.189,0.1929,-2.2674,1.61744952,0.8,1.84270751,0.8,1.9064,0.78,0.5911,0.74,0.4478,0.71,0.4987,0.72,0.7663,0.73,0.9642,0.76,0.3885,0.72,1.5758,0.73,0.9321,0.9572,0.5954,1.0033,0.3495,0.309,0.9638,0.8367,0.5567,0.797,2.0439,0.7,1.8151,0.68,1.0255,0.64,0.2076,0.55,1.0454,0.56,0.6798,0.75,0.615,0.59,-0.1366,0.6,0.8193,0.57,1.4938,0.62,0.9543,0.8744,0.4527,0.5046,1.4716,0.3795,0.7836,-0.2156,1.1891,0.6938,0.2699,0.63,0.1089,0.7,-0.0429,0.68,0.5122,0.55,0.4501,0.66,0.2498,0.65,1.2456,0.67,0.3958,0.65,1.1422,0.61,1.346,0.67,-0.1568,-1.1448,-1.2078,-0.4256,-0.755,-0.6742,-0.4267,-0.5153,-0.2857,-0.7736,0.0144,0.55,-0.3041,0.63,-0.0868,0.55,0.0045,0.44,-0.1346,0.52,-0.1334,0.57,0.0037,0.55,-0.0279,0.51,-0.0187,0.46,-0.1612,0.51,0.3754,-1.607,-1.4904,-0.1743,-0.8903,-0.5295,-0.1868,-0.1769,0.0286,-0.7845
KPN658,221906438,0.00%,KPN330,KPN147,KPN281,25.4972,0.89,3.8739,0.87,-0.3733,0.86,-2.7313,0.86,0.0535,0.88,0.8782,-0.1625,-0.3615,-1.6007,0.1567,0.21864115,0.91,0.28251198,0.91,1.2369,0.9,0.2603,0.88,0.3313,0.84,0.1953,0.86,0.1852,0.86,0.0283,0.88,0.2102,0.85,0.9198,0.87,0.0984,0.0761,0.2792,0.5848,0.1947,-0.1291,0.1298,-0.2179,0.1765,0.475,1.2575,0.85,0.6052,0.84,1.9751,0.81,0.9992,0.72,-1.0299,0.73,-0.5587,0.89,0.1111,0.76,0.4812,0.77,0.6422,0.74,1.4344,0.79,0.5797,0.2666,0.8803,1.7252,-1.0868,-0.4464,0.2177,1.0406,0.951,0.6707,0.4681,0.84,2.739,0.86,0.557,0.85,-0.4286,0.78,1.9308,0.87,1.1752,0.87,2.3443,0.87,0.3682,0.85,1.4776,0.8,3.2003,0.84,0.4011,-0.0475,-0.0622,-1.2657,0.0881,-0.0274,0.0461,-0.5454,-0.0924,-0.1634,0.0679,0.82,0.3524,0.84,0.0816,0.81,-0.28,0.72,0.2476,0.84,0.0964,0.85,0.2591,0.84,-0.0666,0.81,0.0679,0.72,0.3175,0.79,1.2351,0.5026,0.5519,-1.6826,0.643,0.404,0.6058,-0.4794,0.3886,0.7769
KPN659,221906439,0.00%,KPN333,KPN123,KPN147,8.654,0.76,-0.5797,0.77,-0.6118,0.78,1.3028,0.78,-1.0171,0.81,-0.1159,-0.3675,-0.4102,0.7457,-0.9606,1.67700851,0.83,2.08817816,0.83,2.0069,0.81,-0.5039,0.78,-0.5244,0.75,0.0955,0.76,0.1568,0.76,-0.0314,0.79,-0.0777,0.75,-1.2976,0.77,0.9676,1.0959,0.6429,-0.3819,-0.9422,-0.2731,0.0891,-0.2852,-0.4376,-0.6136,1.1255,0.78,0.9863,0.76,-0.7438,0.73,-0.5352,0.63,-0.3424,0.64,0.1598,0.83,-0.6993,0.68,0.2264,0.68,0.2218,0.66,-2.1584,0.71,0.5168,0.458,-0.3441,-0.6408,-0.2393,0.0328,-0.6923,0.5224,0.3855,-0.7223,0.134,0.66,0.6833,0.74,0.1276,0.71,0.2459,0.59,0.0618,0.7,-0.3135,0.69,0.3265,0.71,0.069,0.69,-0.1487,0.64,1.4755,0.71,-0.5393,-0.9052,-0.8823,-0.6634,-0.9761,-1.0679,-0.8222,-0.8721,-1.03,-0.731,-0.0048,0.58,-0.069,0.67,-0.0267,0.6,-0.0366,0.47,-0.1695,0.56,-0.2435,0.61,-0.1712,0.59,-0.0918,0.55,-0.2823,0.5,-0.0207,0.55,0.0678,-0.8514,-0.7615,-0.3925,-1.0303,-0.9767,-0.7299,-0.6762,-1.0686,-0.3262
