kpn,등록번호,근교계수,아비,조부,외조부,12개월체중 육종가,12개월체중 정확도,도체중 육종가,도체중 정확도,등심단면적 육종가,등심단면적 정확도,등지방두께 육종가,등지방두께 정확도,근내지방도 육종가,근내지방도 정확도,12개월체중 표준화육종가,도체중 표준화육종가,등심단면적 표준화육종가,등지방두께 표준화육종가,근내지방도 표준화육종가,체고 육종가,체고 정확도,십자부고 육종가,십자부고 정확도,체장 육종가,체장 정확도,흉심 육종가,흉심 정확도,흉폭 육종가,흉폭 정확도,요각폭 육종가,요각폭 정확도,곤폭 육종가,곤폭 정확도,좌골폭 육종가,좌골폭 정확도,고장 육종가,고장 정확도,흉위 육종가,흉위 정확도,체고 표준화육종가,십자부고 표준화육종가,체장 표준화육종가,흉심 표준화육종가,흉폭 표준화육종가,요각폭 표준화육종가,곤폭 표준화육종가,좌골폭 표준화육종가,고장 표준화육종가,흉위 표준화육종가,체고 육종가,체고 정확도,십자부고 육종가,십자부고 정확도,체장 육종가,체장 정확도,흉심 육종가,흉심 정확도,흉폭 육종가,흉폭 정확도,요각폭 육종가,요각폭 정확도,곤폭 육종가,곤폭 정확도,좌골폭 육종가,좌골폭 정확도,고장 육종가,고장 정확도,흉위 육종가,흉위 정확도,체고 표준화육종가,십자부고 표준화육종가,체장 표준화육종가,흉심 표준화육종가,흉폭 표준화육종가,요각폭 표준화육종가,곤폭 표준화육종가,좌골폭 표준화육종가,고장 표준화육종가,흉위 표준화육종가,안심중량 육종가,안심중량 정확도,등심중량 육종가,등심중량 정확도,채끝중량육종가,채끝중량정확도,목심중량 육종가,목심중량 정확도,앞다리중량 육종가,앞다리중량 정확도,우둔중량 육종가,우둔중량 정확도,설도중량 육종가,설도중량 정확도,사태중량 육종가,사태중량 정확도,양지중량 육종가,양지중량 정확도,갈비중량 육종가,갈비중량 정확도,안심중량 표준화육종가,등심중량 표준화육종가,채끝중량 표준화육종가,목심중량 표준화육종가,앞다리중량 표준화육종가,우둔중량 표준화육종가,설도중량 표준화육종가,사태중량 표준화육종가,양지중량 표준화육종가,갈비중량 표준화육종가,안심비율 육종가,안심비율 정확도,등심비율 육종가,등심비율 정확도,채끝비율 육종가,채끝비율 정확도,목심비율 육종가,목심비율 정확도,앞다리비율 육종가,앞다리비율 정확도,우둔비율 육종가,우둔비율 정확도,설도비율 육종가,설도비율 정확도,사태비율 육종가,사태비율 정확도,양지비율 육종가,양지비율 정확도,갈비비율 육종가,갈비비율 정확도,안심비율 표준화육종가,등심비율 표준화육종가,채끝비율 표준화육종가,목심비율 표준화육종가,앞다리비율  표준화육종가,우둔비율 표준화육종가,설도비율 표준화육종가,사태비율 표준화육종가,양지비율 표준화육종가,갈비비율 표준화육종가
KPN1106,226208656,0.98%,KPN750,KPN546,KPN593,6.1542,0.79,13.9647,0.75,-2.4148,0.74,-0.5463,0.73,0.697,0.76,-0.2635,0.302,-0.7788,-0.3298,0.8284,-0.46039224,0.81,-0.4246051,0.81,1.5058,0.79,-0.9912,0.76,-0.2075,0.73,-0.9551,0.73,-0.2322,0.74,-0.2721,0.77,-0.0662,0.73,-2.5318,0.74,-0.3063,-0.3233,0.4063,-0.9983,-0.5212,-1.7898,-0.4692,-0.5564,-0.4132,-1.2195,-2.1239,0.74,-2.0697,0.72,-0.2829,0.68,-0.5761,0.57,-0.1885,0.58,-1.4585,0.8,-0.1401,0.62,0.3273,0.63,-1.0417,0.6,-3.0627,0.65,-1.0312,-1.0772,-0.1365,-0.7039,-0.0495,-1.0465,-0.0643,0.7277,-1.3138,-1.0729,0.0822,0.76,3.4958,0.77,0.4717,0.76,2.0813,0.69,1.7857,0.79,0.1171,0.79,0.79,0.79,0.3807,0.77,1.6035,0.7,2.8065,0.73,-0.6851,0.2682,-0.225,0.9753,0.0055,-0.7669,-0.6228,-0.5318,-0.0198,-0.293,-0.0568,0.74,0.4379,0.76,0.0253,0.71,0.3805,0.63,0.1572,0.77,-0.2586,0.77,-0.2642,0.77,-0.0907,0.73,-0.0098,0.62,-0.0167,0.71,-0.7679,0.7776,-0.1306,1.8193,0.2804,-1.0379,-1.0185,-0.6681,0.0653,-0.3134
KPN1107,226297272,0.20%,KPN641,KPN330,KPN642,17.7383,0.81,13.5394,0.77,5.3409,0.75,0.0895,0.74,-0.1331,0.77,0.4203,0.2824,0.8067,0.04,-0.038,0.06718876,0.81,0.39047211,0.82,1.6654,0.8,0.3298,0.76,1.7848,0.73,1.3363,0.74,1.0364,0.75,1.278,0.78,0.5408,0.74,3.3236,0.75,0.0081,0.137,0.4816,0.6728,2.1258,1.5182,1.3515,1.1902,0.8815,1.6551,1.1692,0.75,1.4092,0.73,1.0833,0.7,0.3332,0.59,1.0339,0.6,1.1751,0.81,0.1268,0.64,-0.0118,0.65,0.984,0.62,2.7651,0.67,0.5376,0.6705,0.4788,0.6983,1.4574,0.7099,0.2354,0.0382,1.4107,1.1867,0.431,0.77,2.5141,0.78,0.5055,0.77,1.8126,0.7,1.9252,0.8,1.9018,0.79,3.3578,0.79,0.7502,0.78,1.2179,0.71,2.6551,0.74,0.2967,-0.1413,-0.1606,0.7354,0.0849,0.4804,0.4823,-0.1284,-0.2421,-0.3428,0.0152,0.74,0.1182,0.76,0.0079,0.71,0.2319,0.64,0.1256,0.77,0.1682,0.77,0.3355,0.77,-0.043,0.73,-0.1698,0.63,-0.1726,0.71,0.3887,-0.25,-0.3425,1.0311,0.1533,0.6956,0.8431,-0.2948,-0.6002,-0.822
KPN1108,226297274,0.32%,KPN641,KPN330,KPN614,10.1996,0.77,-4.0272,0.76,3.2259,0.76,-0.9464,0.76,-0.0836,0.79,-0.0247,-0.5262,0.3743,-0.5625,0.0137,0.91288614,0.82,0.83812577,0.82,1.0181,0.8,1.1544,0.77,-0.3085,0.74,0.0989,0.74,0.5378,0.75,-0.1733,0.78,0.1077,0.74,1.743,0.75,0.5122,0.3899,0.1759,1.7159,-0.6553,-0.2682,0.6358,-0.4451,-0.0422,0.8791,0.3821,0.77,-0.0578,0.74,-2.678,0.71,-0.2256,0.6,-0.0374,0.61,-1.0958,0.82,-1.5386,0.65,-1.1308,0.66,0.4291,0.63,-1.832,0.68,0.1626,-0.0665,-1.2151,-0.1634,0.1367,-0.8046,-1.6348,-2.237,0.6644,-0.5957,0.4354,0.77,1.7076,0.78,0.4061,0.77,1.4653,0.7,1.8443,0.8,1.9648,0.8,2.6005,0.8,0.2618,0.78,0.113,0.72,-0.0899,0.74,0.3088,-0.4778,-0.3503,0.4253,0.0388,0.5244,0.1564,-0.6616,-0.8791,-1.2461,0.1129,0.75,0.3105,0.78,0.1245,0.73,0.3655,0.65,0.4373,0.79,0.5411,0.79,0.6636,0.79,0.0572,0.74,-0.0574,0.64,-0.1577,0.73,1.9585,0.3682,1.0719,1.7395,1.4036,2.2102,1.8615,0.4888,-0.1328,-0.7733
KPN1109,226209569,0.12%,KPN959,KPN628,KPN642,24.5371,0.66,38.465,0.59,5.9135,0.54,1.3138,0.51,-0.1897,0.53,0.8215,1.4298,0.9237,0.7521,-0.0971,1.73830533,0.74,1.97378385,0.75,2.3228,0.73,0.2399,0.68,1.0195,0.66,0.7258,0.66,0.6776,0.67,0.9686,0.7,0.3938,0.66,2.2184,0.67,1.0042,1.0313,0.7921,0.5591,1.109,0.6369,0.8365,0.8416,0.5679,1.1125,0.9394,0.6,1.1695,0.58,-0.399,0.55,0.3699,0.46,1.1235,0.47,0.65,0.65,0.5338,0.5,0.2969,0.51,-0.5552,0.48,2.4723,0.53,0.4281,0.5501,-0.1888,0.7548,1.5678,0.3597,0.6924,0.6657,-0.6594,1.0732,0.3503,0.52,3.5199,0.54,0.7435,0.54,1.0473,0.48,1.7673,0.54,0.9563,0.53,2.2282,0.55,0.935,0.54,1.6623,0.51,6.2691,0.53,0.0693,0.2783,0.2941,0.0521,-0.005,-0.1804,-0.0039,0.0733,0.0141,0.8464,-0.0559,0.47,0.0834,0.49,0.0006,0.4,-0.0873,0.42,-0.1409,0.48,-0.2683,0.49,-0.2464,0.48,-0.1246,0.45,-0.2863,0.41,0.1905,0.46,-0.7537,-0.3618,-0.43,-0.6609,-0.9153,-1.0772,-0.9633,-0.9333,-1.0851,0.3628
KPN1110,226144588,0.00%,KPN768,KPN387,KPN486,34.2328,0.74,43.5056,0.74,10.0122,0.74,-0.3931,0.74,1.5919,0.77,1.3938,1.6619,1.7616,-0.2407,1.7623,1.3566618,0.81,1.70321476,0.82,3.5454,0.8,0.2862,0.76,1.2242,0.74,1.3858,0.74,1.1897,0.75,1.6794,0.78,1.0316,0.74,2.8026,0.75,0.7767,0.8785,1.3695,0.6176,1.381,1.5897,1.5716,1.6426,1.9283,1.3993,0.2301,0.76,-0.2819,0.73,0.3408,0.7,0.2959,0.6,0.12,0.6,2.1115,0.81,0.601,0.64,0.6825,0.65,-0.3194,0.62,0.4787,0.67,0.0902,-0.179,0.1444,0.6408,0.3308,1.3344,0.7678,1.4498,-0.3423,0.3002,0.2206,0.76,4.2053,0.77,0.8482,0.76,0.9807,0.7,1.5997,0.79,1.0449,0.79,1.8919,0.78,0.264,0.77,2.1426,0.71,6.8798,0.72,-0.2957,0.5643,0.4941,-0.0074,-0.1005,-0.1185,-0.1486,-0.6592,0.291,1.0473,-0.0638,0.74,0.3709,0.77,0.0777,0.72,-0.0341,0.65,-0.0788,0.78,-0.1633,0.78,-0.2123,0.77,-0.2442,0.73,-0.092,0.65,0.5657,0.72,-0.8811,0.5621,0.5044,-0.3792,-0.6663,-0.6507,-0.8574,-1.8682,-0.2768,1.5866
KPN1111,226152549,0.00%,KPN723,KPN472,KPN348,48.9198,0.72,38.2452,0.73,5.564,0.75,-0.6921,0.75,-0.9358,0.78,2.2606,1.4197,0.8523,-0.4146,-0.8757,1.96261477,0.8,1.87088513,0.81,5.1498,0.79,1.506,0.75,1.9118,0.71,1.7119,0.72,1.5187,0.73,1.8267,0.76,1.3361,0.72,5.2807,0.73,1.1379,0.9732,2.1273,2.1607,2.2944,2.0605,2.0436,1.8085,2.5778,2.6159,1.3493,0.73,1.0529,0.7,0.7344,0.65,1.1053,0.52,0.128,0.53,1.4198,0.79,0.6413,0.58,0.7266,0.59,0.3806,0.55,4.1813,0.62,0.6234,0.4915,0.3216,1.8888,0.3407,0.8731,0.8131,1.5394,0.5991,1.7358,0.4255,0.76,4.6237,0.77,0.7933,0.76,1.7784,0.68,1.6911,0.79,1.7574,0.79,2.6057,0.79,1.2383,0.77,5.1412,0.69,5.9634,0.72,0.2811,0.7388,0.3892,0.7049,-0.0484,0.3795,0.1586,0.4045,2.0198,0.7458,-0.025,0.74,0.3728,0.77,0.0273,0.72,0.1064,0.62,-0.0803,0.78,-0.0427,0.78,-0.1033,0.77,-0.0329,0.73,0.4701,0.61,0.1825,0.7,-0.2573,0.5683,-0.1067,0.3657,-0.6725,-0.161,-0.5189,-0.2159,2.062,0.3365
KPN1112,226296764,2.73%,KPN881,KPN497,KPN507,24.0195,0.95,40.4168,0.86,12.6036,0.81,-2.5521,0.79,0.7593,0.82,0.791,1.5197,2.2914,-1.4965,0.8934,1.57584059,0.84,2.00267363,0.84,3.9337,0.83,0.3518,0.8,1.3704,0.76,1.0296,0.77,1.2076,0.78,1.5783,0.81,1.0368,0.77,2.8898,0.78,0.9073,1.0476,1.553,0.7006,1.5753,1.0755,1.5972,1.5286,1.9394,1.4421,2.6201,0.81,2.6279,0.79,0.6033,0.76,-0.3415,0.66,-0.2346,0.67,1.0274,0.85,0.6247,0.71,0.675,0.71,-0.022,0.68,1.2506,0.74,1.2288,1.2827,0.2626,-0.3422,-0.1064,0.6114,0.7945,1.4346,0.0577,0.5995,0.6643,0.83,6.2122,0.84,1.3723,0.83,3.3835,0.77,3.6921,0.86,3.06,0.85,4.8016,0.86,1.7382,0.84,2.2949,0.79,6.1631,0.82,0.9533,1.4016,1.495,2.1381,1.0909,1.2899,1.1036,0.9502,0.3789,0.8115,-0.0329,0.79,0.4905,0.81,0.0961,0.77,0.3901,0.7,0.1345,0.82,0.112,0.82,0.1231,0.82,-0.044,0.78,-0.2919,0.69,-0.3269,0.77,-0.3842,0.9465,0.7278,1.87,0.1891,0.4673,0.1836,-0.3024,-1.1083,-1.3252
KPN1113,226396184,0.78%,KPN750,KPN546,KPN507,-13.0785,0.81,1.6792,0.77,-0.6728,0.75,-0.7591,0.75,1.1616,0.78,-1.3986,-0.2635,-0.4227,-0.4536,1.3133,-0.27741894,0.81,0.01876282,0.82,0.0567,0.8,-0.775,0.76,-1.0221,0.73,-1.0263,0.74,-0.837,0.75,-0.7087,0.78,-0.2828,0.74,-2.0422,0.75,-0.1973,-0.0729,-0.2782,-0.7249,-1.6034,-1.8926,-1.3373,-1.0483,-0.8752,-0.9792,-1.0565,0.76,-1.5167,0.73,-2.608,0.7,-0.5135,0.59,-1.3034,0.6,-1.8312,0.82,-0.6266,0.64,-0.0939,0.65,-1.8413,0.62,-3.2625,0.67,-0.5227,-0.7994,-1.1836,-0.6073,-1.4239,-1.295,-0.6107,-0.1287,-2.3892,-1.1504,-0.0801,0.77,1.1196,0.78,-0.1009,0.77,0.868,0.71,-0.1528,0.8,-0.1747,0.8,-0.3506,0.8,-0.6389,0.78,-1.0224,0.72,1.3566,0.74,-1.142,-0.7232,-1.3186,-0.108,-1.0983,-0.9709,-1.1136,-1.645,-1.5337,-0.7701,-0.0454,0.75,0.1757,0.77,-0.0582,0.73,0.2107,0.65,-0.1097,0.78,-0.1105,0.79,-0.2203,0.78,-0.2122,0.74,-0.3295,0.64,0.1942,0.72,-0.5854,-0.0652,-1.1442,0.919,-0.7903,-0.4364,-0.8822,-1.6176,-1.2649,0.3746
KPN1114,226270119,0.29%,KPN744,KPN450,KPN606,12.707,0.73,16.1472,0.72,0.0899,0.73,2.1665,0.73,0.728,0.76,0.1233,0.4025,-0.2668,1.248,0.8607,-0.87021273,0.81,-0.8488977,0.81,0.8954,0.79,0.2231,0.76,0.4595,0.73,0.4765,0.73,0.3178,0.74,0.0519,0.77,0.3123,0.73,1.7448,0.74,-0.5506,-0.5629,0.118,0.5378,0.365,0.2769,0.3201,-0.1914,0.3941,0.88,0.2818,0.74,0.8559,0.71,0.7845,0.67,0.3772,0.56,0.2841,0.57,1.2114,0.8,0.475,0.61,0.8989,0.62,0.0651,0.59,0.4071,0.65,0.1149,0.3925,0.3442,0.766,0.5331,0.7341,0.6263,1.8899,0.1748,0.2724,0.4157,0.75,1.366,0.76,0.2067,0.75,-0.0197,0.69,0.6308,0.78,0.295,0.78,1.1877,0.78,0.7879,0.76,0.0752,0.69,3.3383,0.71,0.2535,-0.6204,-0.7312,-0.9005,-0.6521,-0.6426,-0.4516,-0.0872,-0.9009,-0.118,0.0375,0.74,-0.0546,0.76,-0.0408,0.71,-0.1566,0.64,-0.1234,0.77,-0.1799,0.77,-0.0838,0.77,0.0275,0.73,-0.3452,0.63,0.1216,0.71,0.7462,-0.8051,-0.9329,-1.0286,-0.8452,-0.7183,-0.4586,0.256,-1.3299,0.1381
KPN1115,226270008,0.00%,KPN677,KPN588,KPN480,35.3133,0.94,30.2773,0.83,11.4852,0.77,0.5269,0.75,0.2511,0.78,1.4576,1.0529,2.0627,0.2944,0.363,-0.69856715,0.81,-0.4172312,0.82,1.6348,0.8,0.7506,0.76,1.9267,0.73,1.4783,0.73,0.5698,0.74,1.173,0.77,0.7385,0.73,5.4464,0.75,-0.4483,-0.3191,0.4671,1.2051,2.3143,1.7232,0.6819,1.072,1.3033,2.6972,-2.9598,0.76,-2.2982,0.73,-1.2172,0.7,-0.1926,0.59,-0.1415,0.6,0.3238,0.81,-0.1267,0.64,-0.4254,0.65,-0.8431,0.62,1.0283,0.67,-1.4294,-1.192,-0.5573,-0.1125,0.0084,0.1422,-0.0493,-0.8029,-1.0467,0.5133,0.3143,0.8,4.9467,0.82,1.1367,0.81,2.1116,0.74,2.2839,0.83,1.6249,0.82,2.9921,0.83,1.1324,0.82,2.6718,0.76,5.5466,0.79,-0.032,0.8736,1.0451,1.0025,0.2892,0.2869,0.3249,0.2889,0.5961,0.6086,-0.0559,0.76,0.5404,0.78,0.1479,0.73,0.2184,0.66,0.0813,0.79,-0.0161,0.79,0.0405,0.78,-0.0371,0.75,0.0558,0.65,0.1994,0.73,-0.7541,1.107,1.3568,0.9599,-0.024,-0.0528,-0.0728,-0.2487,0.3384,0.3918
KPN1116,226242046,0.00%,KPN673,KPN310,KPN641,12.4478,0.78,6.6964,0.76,0.7288,0.76,0.1808,0.75,1.0381,0.78,0.108,-0.0326,-0.1362,0.0931,1.1844,1.73495388,0.82,1.7484026,0.82,2.3537,0.8,0.6377,0.77,0.1538,0.74,-0.0755,0.74,0.2239,0.75,0.3458,0.78,0.1775,0.74,1.0145,0.75,1.0022,0.904,0.8067,1.0623,-0.0411,-0.52,0.1853,0.1398,0.1067,0.5215,2.0264,0.76,1.9948,0.74,-1.3431,0.7,-0.4126,0.6,-0.9705,0.6,-1.0033,0.82,-0.5416,0.65,0.2332,0.65,-0.2734,0.62,-0.5952,0.68,0.946,0.9647,-0.6139,-0.4518,-1.0135,-0.7429,-0.5152,0.5363,-0.2804,-0.1162,0.3606,0.77,1.3503,0.78,0.0597,0.77,0.4862,0.71,0.4988,0.8,0.0516,0.8,1.0177,0.8,0.3448,0.78,-0.7547,0.72,2.5516,0.74,0.0983,-0.6269,-1.0118,-0.4488,-0.7273,-0.8127,-0.5248,-0.571,-1.3793,-0.3769,0.0414,0.75,0.054,0.78,-0.0695,0.73,0.0338,0.65,-0.1138,0.79,-0.2095,0.79,-0.0714,0.78,-0.0577,0.74,-0.5327,0.65,0.1776,0.73,0.8102,-0.4564,-1.2811,-0.0189,-0.8069,-0.8384,-0.42,-0.4099,-2.1102,0.3205
KPN1117,226222667,0.07%,KPN758,KPN369,KPN506,4.2876,0.67,9.9204,0.6,5.165,0.55,-0.8517,0.52,0.5755,0.53,-0.3736,0.1158,0.7707,-0.5075,0.7016,-1.76835871,0.64,-1.85227823,0.65,-0.4077,0.64,-0.5993,0.6,0.6177,0.59,0.3935,0.59,-0.3024,0.6,0.2665,0.62,0.1124,0.59,-0.2772,0.59,-1.0859,-1.1296,-0.4975,-0.5026,0.5752,0.157,-0.57,0.0505,-0.0321,-0.1127,-2.2899,0.6,-1.6614,0.58,-1.8125,0.55,-0.7648,0.47,0.4092,0.48,0.1964,0.64,0.0618,0.51,-0.3654,0.51,-0.8493,0.49,-1.642,0.53,-1.1103,-0.8721,-0.8254,-0.9949,0.6873,0.0572,0.1623,-0.6808,-1.0551,-0.5221,0.1674,0.53,2.1485,0.55,0.3789,0.54,1.132,0.5,1.0534,0.55,1.1383,0.54,0.9945,0.55,0.3048,0.55,1.0006,0.52,1.8767,0.54,-0.4454,-0.2939,-0.4023,0.1278,-0.4115,-0.0532,-0.5348,-0.6147,-0.3674,-0.599,0.0082,0.49,0.3659,0.5,0.0627,0.42,0.2164,0.44,0.1335,0.49,0.1766,0.5,0.0579,0.5,-0.0185,0.46,0.0928,0.44,0.1588,0.47,0.2766,0.5461,0.3226,0.9491,0.1854,0.7299,-0.0187,-0.1037,0.4923,0.2591
KPN1118,226143058,0.00%,KPN769,KPN480,KPN369,10.5698,0.73,22.0965,0.73,4.6134,0.74,-0.81,0.74,0.1734,0.77,-0.0028,0.6763,0.658,-0.4832,0.2819,1.37876773,0.74,1.56939042,0.74,1.4799,0.72,0.34,0.68,0.0058,0.66,0.2465,0.67,0.2173,0.68,0.4094,0.7,0.2805,0.67,1.1359,0.68,0.7899,0.8029,0.394,0.6857,-0.2378,-0.0551,0.1759,0.2115,0.3264,0.5811,1.3569,0.75,1.6321,0.73,0.4334,0.69,-0.3496,0.59,-0.111,0.6,0.5987,0.81,0.7327,0.64,0.0393,0.64,0.0946,0.61,-0.1673,0.67,0.627,0.7824,0.1861,-0.3547,0.046,0.3255,0.9157,0.142,0.2145,0.0497,0.575,0.75,4.3964,0.76,0.8302,0.75,2.7796,0.69,2.6822,0.78,2.0602,0.78,3.4757,0.78,1.6439,0.76,1.5315,0.7,3.5771,0.71,0.7019,0.644,0.4596,1.5988,0.5159,0.5911,0.533,0.8474,-0.0613,-0.0394,0.0123,0.74,0.3787,0.77,0.0325,0.72,0.3987,0.64,0.1403,0.77,0.043,0.77,0.1122,0.77,0.075,0.73,-0.2773,0.64,-0.3532,0.71,0.3419,0.5872,-0.0439,1.9159,0.2125,0.1873,0.1498,0.6279,-1.0474,-1.411
KPN1119,226220384,0.46%,KPN757,KPN486,KPN586,14.8015,0.66,29.1368,0.61,5.4561,0.56,2.2082,0.53,1.1839,0.55,0.2469,1.0004,0.8302,1.2723,1.3365,-0.83033168,0.62,-0.78186816,0.62,-0.9515,0.62,0.2934,0.57,-0.026,0.57,-0.312,0.57,-0.0236,0.58,-0.2452,0.6,0.0232,0.57,0.8418,0.57,-0.5268,-0.5251,-0.7544,0.6268,-0.28,-0.8615,-0.1699,-0.5261,-0.2225,0.4367,0.2065,0.65,-0.3746,0.63,-1.2731,0.61,0.9033,0.53,-0.0206,0.53,0.354,0.7,0.1649,0.57,0.0392,0.57,-0.4625,0.55,3.4952,0.59,0.079,-0.2256,-0.5824,1.5774,0.1575,0.1623,0.2781,0.1419,-0.5348,1.4698,0.542,0.54,5.5827,0.55,1.2006,0.55,1.8459,0.51,3.7156,0.56,1.9221,0.55,4.095,0.56,1.5184,0.56,2.172,0.53,8.2511,0.55,0.6089,1.1389,1.1671,0.7652,1.1044,0.4946,0.7995,0.7103,0.308,1.4986,-0.0533,0.5,0.3101,0.51,0.0579,0.44,0.032,0.46,0.1762,0.51,-0.1661,0.51,-0.012,0.51,-0.0897,0.48,-0.3673,0.46,0.2645,0.49,-0.7116,0.3669,0.2646,-0.0284,0.3563,-0.6621,-0.2356,-0.6604,-1.4219,0.604
KPN1120,226220391,0.39%,KPN769,KPN480,KPN531,19.9325,0.77,31.3636,0.78,6.4223,0.8,-2.8317,0.8,-0.1425,0.83,0.5498,1.1029,1.0277,-1.6591,-0.0478,-0.10125362,0.79,0.76350164,0.8,1.9156,0.78,-1.2451,0.74,0.9289,0.71,0.7269,0.72,0.3024,0.73,1.4917,0.76,0.9655,0.72,-0.8077,0.73,-0.0923,0.3477,0.5998,-1.3196,0.9887,0.6384,0.298,1.431,1.7875,-0.3731,-1.3472,0.8,-0.2137,0.78,0.8667,0.74,-1.3823,0.63,-0.0605,0.64,0.0331,0.85,-0.0969,0.68,-0.0225,0.69,-0.5707,0.66,-2.7442,0.72,-0.6612,-0.1448,0.3812,-1.9469,0.1083,-0.0517,-0.0159,0.0163,-0.6803,-0.9494,0.8426,0.81,4.3615,0.82,0.8629,0.81,2.2166,0.75,3.7717,0.84,3.6503,0.84,5.8279,0.83,2.3734,0.82,4.7495,0.76,5.8481,0.77,1.4549,0.6294,0.5221,1.0962,1.1363,1.7025,1.5452,1.6437,1.794,0.7079,0.0555,0.8,0.1998,0.83,0.0398,0.79,0.1708,0.71,0.333,0.83,0.3946,0.84,0.6335,0.83,0.232,0.8,0.4887,0.7,0.0482,0.78,1.036,0.0123,0.0453,0.7073,0.9853,1.6153,1.7679,1.8552,2.1397,-0.1015
KPN1121,226750509,0.02%,KPN952,KPN642,KPN472,9.7485,0.72,3.1102,0.72,0.3502,0.73,1.3107,0.73,-0.21,0.76,-0.0513,-0.1977,-0.2136,0.7503,-0.1183,-0.72463018,0.8,-0.85544616,0.8,0.5238,0.78,0.0063,0.74,0.698,0.7,0.3406,0.71,0.2291,0.72,0.0627,0.75,0.1468,0.71,1.0843,0.72,-0.4638,-0.5666,-0.0576,0.2636,0.6819,0.0808,0.1929,-0.1792,0.0412,0.5557,-2.5683,0.73,-3.4007,0.7,-2.4729,0.66,-0.5245,0.54,-0.7139,0.55,0.313,0.79,-0.324,0.59,-0.3087,0.6,-0.4512,0.57,-0.9286,0.63,-1.2429,-1.7458,-1.1227,-0.6243,-0.6972,0.1349,-0.2709,-0.5655,-0.5197,-0.2455,0.377,0.75,3.054,0.76,0.7167,0.75,1.1641,0.68,1.9766,0.78,1.313,0.78,2.1273,0.78,0.9281,0.76,1.0521,0.69,4.3127,0.71,0.1446,0.0839,0.243,0.1564,0.1142,0.0689,-0.0473,0.0659,-0.3377,0.2026,-0.0193,0.73,0.1593,0.76,0.0399,0.71,0.0145,0.63,0.0477,0.77,-0.0525,0.77,-0.0931,0.77,-0.0598,0.72,-0.3109,0.61,0.0277,0.7,-0.1658,-0.1178,0.0461,-0.1215,-0.1588,-0.2009,-0.4873,-0.4264,-1.1874,-0.1684
KPN1122,226750522,0.00%,KPN828,KPN538,KPN350,24.4666,0.74,26.3844,0.73,10.2721,0.73,-0.9949,0.73,-0.3932,0.76,0.8174,0.8737,1.8148,-0.5907,-0.3094,-0.24066608,0.81,-0.38252053,0.81,0.6242,0.79,-0.0548,0.75,0.6714,0.73,0.3982,0.73,0.2628,0.74,0.3889,0.77,-0.0036,0.73,1.3872,0.74,-0.1754,-0.2995,-0.0101,0.1862,0.6466,0.1639,0.2411,0.1884,-0.2797,0.7045,-1.9643,0.74,-1.2988,0.72,0.2296,0.68,-0.1553,0.58,0.5849,0.58,0.6327,0.8,0.4979,0.62,-0.0612,0.63,0.6644,0.6,1.3657,0.66,-0.9552,-0.6899,0.0943,-0.0549,0.9039,0.3481,0.6521,-0.0623,0.9809,0.6441,0.6466,0.75,4.0471,0.76,1.1202,0.75,1.4337,0.69,2.4776,0.78,2.314,0.78,3.8614,0.78,1.5545,0.76,3.334,0.7,4.6274,0.71,0.9033,0.4983,1.0135,0.3971,0.3994,0.7685,0.699,0.7497,0.9779,0.3062,0.0507,0.74,0.3678,0.76,0.1606,0.71,0.113,0.64,0.158,0.77,0.1858,0.77,0.3284,0.77,0.094,0.73,0.2769,0.63,0.1512,0.71,0.9591,0.5523,1.51,0.4007,0.2836,0.7673,0.8208,0.7761,1.2584,0.2344
KPN1123,226750527,1.28%,KPN950,KPN642,KPN494,27.077,0.87,29.0684,0.79,5.5862,0.75,0.3903,0.74,-0.0695,0.77,0.9714,0.9973,0.8568,0.2149,0.0284,-1.19345975,0.81,-0.91284871,0.81,1.3301,0.79,-0.3506,0.75,1.5704,0.72,-0.0181,0.73,0.3068,0.74,0.5938,0.77,0.3823,0.73,1.4542,0.74,-0.7432,-0.5991,0.3232,-0.1879,1.841,-0.4371,0.3044,0.4193,0.5436,0.7373,0.6568,0.76,0.3647,0.73,2.1124,0.7,0.1702,0.59,1.4872,0.6,0.1224,0.81,0.3832,0.64,1.0043,0.65,0.5013,0.62,3.8559,0.67,0.2935,0.1458,0.9422,0.4469,2.0162,0.0079,0.5232,2.1042,0.7615,1.6096,0.8643,0.78,4.4191,0.79,0.8376,0.79,2.6878,0.72,3.5246,0.81,2.8449,0.8,4.9473,0.81,1.4839,0.79,3.1868,0.73,4.0312,0.76,1.5161,0.6535,0.4738,1.5169,0.9956,1.1396,1.1663,0.6726,0.893,0.11,0.0862,0.75,0.3271,0.77,0.0412,0.72,0.3452,0.65,0.3564,0.78,0.2461,0.78,0.4755,0.78,0.0428,0.74,0.1573,0.64,-0.2562,0.72,1.5289,0.4212,0.0617,1.6322,1.0792,1.0119,1.2776,0.3759,0.7605,-1.0945
