,kpn,등록번호,근교계수,아비,조부,외조부,12개월체중 육종가,12개월체중 정확도,도체중 육종가,도체중 정확도,등심단면적 육종가,등심단면적 정확도,등지방두께 육종가,등지방두께 정확도,근내지방도 육종가,근내지방도 정확도,12개월체중 표준화육종가,도체중 표준화육종가,등심단면적 표준화육종가,등지방두께 표준화육종가,근내지방도 표준화육종가,체고 육종가,체고 정확도,십자부고 육종가,십자부고 정확도,체장 육종가,체장 정확도,흉심 육종가,흉심 정확도,흉폭 육종가,흉폭 정확도,요각폭 육종가,요각폭 정확도,곤폭 육종가,곤폭 정확도,좌골폭 육종가,좌골폭 정확도,고장 육종가,고장 정확도,흉위 육종가,흉위 정확도,체고 표준화육종가,십자부고 표준화육종가,체장 표준화육종가,흉심 표준화육종가,흉폭 표준화육종가,요각폭 표준화육종가,곤폭 표준화육종가,좌골폭 표준화육종가,고장 표준화육종가,흉위 표준화육종가,체고 육종가.1,체고 정확도.1,십자부고 육종가.1,십자부고 정확도.1,체장 육종가.1,체장 정확도.1,흉심 육종가.1,흉심 정확도.1,흉폭 육종가.1,흉폭 정확도.1,요각폭 육종가.1,요각폭 정확도.1,곤폭 육종가.1,곤폭 정확도.1,좌골폭 육종가.1,좌골폭 정확도.1,고장 육종가.1,고장 정확도.1,흉위 육종가.1,흉위 정확도.1,체고 표준화육종가.1,십자부고 표준화육종가.1,체장 표준화육종가.1,흉심 표준화육종가.1,흉폭 표준화육종가.1,요각폭 표준화육종가.1,곤폭 표준화육종가.1,좌골폭 표준화육종가.1,고장 표준화육종가.1,흉위 표준화육종가.1,안심중량 육종가,안심중량 정확도,등심중량 육종가,등심중량 정확도,채끝중량육종가,채끝중량정확도,목심중량 육종가,목심중량 정확도,앞다리중량 육종가,앞다리중량 정확도,우둔중량 육종가,우둔중량 정확도,설도중량 육종가,설도중량 정확도,사태중량 육종가,사태중량 정확도,양지중량 육종가,양지중량 정확도,갈비중량 육종가,갈비중량 정확도,안심중량 표준화육종가,등심중량 표준화육종가,채끝중량 표준화육종가,목심중량 표준화육종가,앞다리중량 표준화육종가,우둔중량 표준화육종가,설도중량 표준화육종가,사태중량 표준화육종가,양지중량 표준화육종가,갈비중량 표준화육종가,안심비율 육종가,안심비율 정확도,등심비율 육종가,등심비율 정확도,채끝비율 육종가,채끝비율 정확도,목심비율 육종가,목심비율 정확도,앞다리비율 육종가,앞다리비율 정확도,우둔비율 육종가,우둔비율 정확도,설도비율 육종가,설도비율 정확도,사태비율 육종가,사태비율 정확도,양지비율 육종가,양지비율 정확도,갈비비율 육종가,갈비비율 정확도,안심비율 표준화육종가,등심비율 표준화육종가,채끝비율 표준화육종가,목심비율 표준화육종가,앞다리비율  표준화육종가,우둔비율 표준화육종가,설도비율 표준화육종가,사태비율 표준화육종가,양지비율 표준화육종가,갈비비율 표준화육종가,STD_CHGR,MATNG_PRTS_PARTCPTN_AT,BRDR_TRB,BRDR_THWD,STD_CRWG,BRDR_LN_Y_AR,BRDR_MRSC,SLE_AT_NM,STD_BDLN,SLE_AT,BRDR_CRWG,BRDR_12_MTAG_WGHT,STD_LN_Y_AR,BRDR_WTHG,BRDR_BCKF_THCN,STD_MRSC,BRBL_SPCHCKN_CODE_NM,STD_CHWD,PPLT_REGIST_NO,PPLT_IDNTFC_NO,STD_12_MTAG_WGHT,STD_BCKF_THCN,BRDR_ISWD,BRDR_DPCH,STD_WTHG,BRBL_NO,BIRTH_DATETM,STD_ISWD,STD_TRB,MATNG_PRTS_PARTCPTN_AT_NM,BRDR_HPWD,STD_HHC,BRDR_BDLN,STD_THWD,BRDR_CHGR,BRBL_SPCHCKN_CODE,BRDR_HHC,BRDR_CHWD,STD_DPCH,STD_HPWD,SCDR_REGIST_NO,SCDR_PPLT_IDNTFC_NO,NRPL_PPLT_IDNTFC_NO,NRPL_REGIST_NO,SCDR_KPN,BEING_AT_NM,BEING_AT
1259,KPN1265,227730359,0.72%,KPN1035,KPN683,KPN757,41.3915,0.72,47.1087,0.72,11.1201,0.73,-0.3574,0.73,1.2745,0.76,1.8163,1.8277,1.9881,-0.2199,1.4311,3.18050623,0.73,3.73715758,0.73,2.726,0.71,0.575,0.67,-0.5313,0.65,-0.1842,0.65,0.758,0.66,0.2916,0.69,0.0376,0.65,1.1097,0.66,1.8638,2.0272,0.9825,0.9829,-0.9513,-0.6769,0.9519,0.0787,-0.1918,0.5682,1.8726,0.75,2.2417,0.72,2.4926,0.68,1.2963,0.57,0.2184,0.58,-0.9655,0.81,0.1127,0.62,-0.1106,0.63,0.7509,0.6,2.6913,0.66,0.8727,1.0887,1.1134,2.1833,0.4521,-0.7177,0.2195,-0.1627,1.0972,1.1581,0.6683,0.64,5.9075,0.7,1.2452,0.68,1.792,0.57,3.7191,0.67,2.3913,0.66,4.6932,0.67,1.5846,0.66,2.5908,0.62,8.0831,0.67,0.9645,1.2744,1.2523,0.717,1.1063,0.8225,1.0569,0.7825,0.5494,1.4433,-0.0196,0.57,0.4413,0.64,0.0932,0.57,0.0178,0.47,0.1967,0.55,-0.0304,0.59,0.161,0.58,-0.0508,0.54,-0.2399,0.49,0.2959,0.54,-0.1698,0.7882,0.6932,-0.104,0.4389,-0.1109,0.3013,-0.3561,-0.8918,0.7065,0,N,0.7509,0.1127,1.8277,11.1201,1.2745,미판매,0,N,47.1087,41.3915,1.9881,1.8726,-0.3574,1.4311,후보,0,227730359,2311074959,1.8163,-0.2199,-0.1106,1.2963,0,KPN1265,20150222.0,0,0,미참여,-0.9655,0,2.4926,0,2.6913,HA5702,2.2417,0.2184,0,0,225731476.0,1225731476.0,1226555705.0,226555705.0,KPN1035,,
1260,KPN1266,227647523,2.42%,KPN887,KPN497,KPN757,23.8036,0.75,23.0726,0.75,10.4248,0.75,-0.2249,0.75,0.7708,0.78,0.7782,0.7213,1.846,-0.1429,0.9054,-0.85168195,0.76,-0.8075307,0.76,0.1964,0.75,0.5871,0.71,0.6465,0.69,-0.087,0.69,0.3322,0.7,0.1093,0.73,0.3414,0.69,2.1569,0.7,-0.5395,-0.5396,-0.2122,0.9983,0.6134,-0.5366,0.3409,-0.1266,0.4563,1.0823,-1.3835,0.78,-1.1484,0.75,-0.3605,0.72,1.0744,0.62,0.6843,0.62,0.9549,0.83,1.1466,0.67,0.3438,0.67,-0.5758,0.64,3.6918,0.7,-0.6785,-0.6143,-0.1715,1.8411,1.0264,0.5631,1.3805,0.7611,-0.6872,1.546,0.5854,0.65,5.1808,0.72,1.1139,0.7,1.916,0.59,3.0364,0.68,2.0466,0.68,3.3839,0.69,1.2893,0.67,1.0086,0.63,5.2871,0.69,0.731,0.9712,1.0014,0.8278,0.7176,0.5816,0.4935,0.4602,-0.3627,0.5233,0.0132,0.58,0.5951,0.65,0.1229,0.59,0.1885,0.48,0.2182,0.57,0.0702,0.61,0.1202,0.59,-0.0197,0.56,-0.3874,0.5,0.0227,0.55,0.3564,1.2827,1.0526,0.8012,0.525,0.2974,0.1749,-0.113,-1.5058,-0.1847,0,Y,-0.5758,1.1466,0.7213,10.4248,0.7708,판매,0,Y,23.0726,23.8036,1.846,-1.3835,-0.2249,0.9054,보증,0,227647523,2097209340,0.7782,-0.1429,0.3438,1.0744,0,KPN1266,20150314.0,0,0,참여,0.9549,0,-0.3605,0,3.6918,HA5701,-1.1484,0.6843,0,0,224047710.0,1224047710.0,1225787617.0,225787617.0,KPN887,,
1261,KPN1267,227646874,1.98%,KPN872,KPN769,KPN768,55.1951,0.8,53.799,0.77,3.0804,0.75,-3.1426,0.74,0.1012,0.77,2.631,2.1357,0.3446,-1.84,0.2066,4.51551008,0.75,4.57736921,0.76,6.3484,0.74,1.4027,0.71,0.8004,0.68,1.673,0.69,2.1591,0.7,3.1463,0.72,1.6373,0.69,2.7044,0.7,2.6595,2.5017,2.6935,2.0301,0.8179,2.0043,2.9628,3.2954,3.2202,1.3511,3.0267,0.77,2.8271,0.75,4.199,0.71,-0.4206,0.62,-1.2714,0.62,-0.1439,0.82,0.81,0.66,1.0845,0.67,1.1267,0.64,-1.6936,0.69,1.4225,1.3828,1.8819,-0.4641,-1.3844,-0.1697,1.0026,2.2672,1.6026,-0.5421,1.2306,0.77,8.1747,0.78,1.2791,0.77,3.5951,0.71,5.5531,0.8,3.8155,0.79,7.2462,0.79,3.1295,0.78,5.0083,0.72,9.2085,0.74,2.5469,2.2204,1.3169,2.327,2.1506,1.8179,2.1556,2.4693,1.9432,1.8136,0.0416,0.74,0.5831,0.77,-0.0146,0.72,0.3204,0.65,0.3388,0.78,0.0469,0.78,0.3698,0.77,0.1327,0.73,-0.0746,0.64,-0.0688,0.72,0.8133,1.2439,-0.6143,1.5003,1.0088,0.2029,0.9495,1.0789,-0.2042,-0.4834,0,N,1.1267,0.81,2.1357,3.0804,0.1012,미판매,0,N,53.799,55.1951,0.3446,3.0267,-3.1426,0.2066,후보,0,227646874,2097206335,2.631,-1.84,1.0845,-0.4206,0,KPN1267,20150228.0,0,0,미참여,-0.1439,0,4.199,0,-1.6936,HA5702,2.8271,-1.2714,0,0,224194063.0,1224194063.0,1225787462.0,225787462.0,KPN872,,
1262,KPN1268,227627337,0.39%,KPN919,KPN588,KPN768,26.8098,0.74,29.5737,0.73,5.8544,0.73,0.0831,0.73,0.3724,0.76,0.9557,1.0205,0.9116,0.0363,0.4895,-0.999089,0.73,-0.96778691,0.73,1.0854,0.71,-0.2426,0.67,0.953,0.65,0.1565,0.65,0.1905,0.66,0.5942,0.69,0.3692,0.65,0.0583,0.66,-0.6274,-0.6301,0.2077,-0.0514,1.0207,-0.1851,0.1375,0.4197,0.5155,0.052,-0.9184,0.75,-0.0008,0.73,1.7972,0.69,-0.2276,0.59,-0.3523,0.59,1.168,0.81,-0.7207,0.64,-0.3734,0.64,-0.4348,0.61,-1.4454,0.67,-0.4569,-0.0379,0.8002,-0.1664,-0.2515,0.7052,-0.7163,-0.6972,-0.4975,-0.4458,0.5622,0.75,5.2745,0.75,1.14,0.75,2.7603,0.68,3.0048,0.78,1.9395,0.77,4.2221,0.77,1.6616,0.75,2.8895,0.69,5.8544,0.71,0.6657,1.0103,1.0513,1.5816,0.6996,0.5067,0.8542,0.8666,0.7216,0.7099,-0.0273,0.73,0.3628,0.76,0.0787,0.7,0.2561,0.63,0.123,0.77,-0.1012,0.77,0.1561,0.76,0.0329,0.72,-0.1017,0.62,-0.1654,0.7,-0.2945,0.5361,0.5172,1.1598,0.1431,-0.3985,0.2862,0.2984,-0.3169,-0.7983,0,N,-0.4348,-0.7207,1.0205,5.8544,0.3724,미판매,0,N,29.5737,26.8098,0.9116,-0.9184,0.0831,0.4895,후보,0,227627337,2096914140,0.9557,0.0363,-0.3734,-0.2276,0,KPN1268,20150320.0,0,0,미참여,1.168,0,1.7972,0,-1.4454,HA5702,-0.0008,-0.3523,0,0,224671573.0,1224671573.0,1225922241.0,225922241.0,KPN919,,
1263,KPN1269,227597415,0.21%,KPN872,KPN769,KPN676,31.3096,0.74,29.9712,0.74,4.2342,0.74,-2.1296,0.74,-0.1069,0.77,1.2213,1.0388,0.5804,-1.2508,-0.0106,-1.44491255,0.75,-1.00961959,0.76,0.1778,0.74,-1.1097,0.7,0.8788,0.68,0.5946,0.69,-0.2531,0.69,1.1191,0.72,0.1623,0.69,0.1746,0.69,-0.8931,-0.6537,-0.221,-1.1483,0.9221,0.4474,-0.4992,1.0112,0.0742,0.1092,-1.5237,0.77,-1.3582,0.74,1.3761,0.71,-0.7253,0.62,-0.4809,0.63,0.4248,0.82,1.2485,0.66,-0.0905,0.67,-0.0621,0.64,-2.0258,0.69,-0.7453,-0.7197,0.6106,-0.9339,-0.41,0.2095,1.4948,-0.1218,0.0037,-0.6709,0.8215,0.76,6.3205,0.76,1.1059,0.76,2.6456,0.7,4.4471,0.79,3.5993,0.78,5.3232,0.78,2.2627,0.76,4.3357,0.7,6.593,0.72,1.3955,1.4467,0.9862,1.4793,1.5209,1.6668,1.3281,1.5229,1.5554,0.953,0.0123,0.74,0.5234,0.77,0.0554,0.72,0.2232,0.65,0.3755,0.78,0.2756,0.78,0.2979,0.77,0.1004,0.73,0.1801,0.65,-0.1376,0.72,0.3427,1.0521,0.2337,0.9851,1.156,1.1319,0.7263,0.826,0.8557,-0.7077,0,N,-0.0621,1.2485,1.0388,4.2342,-0.1069,미판매,0,N,29.9712,31.3096,0.5804,-1.5237,-2.1296,-0.0106,후보,0,227597415,2310969006,1.2213,-1.2508,-0.0905,-0.7253,0,KPN1269,20150227.0,0,0,미참여,0.4248,0,1.3761,0,-2.0258,HA5702,-1.3582,-0.4809,0,0,224194063.0,1224194063.0,1225364466.0,225364466.0,KPN872,,
1264,KPN1270,227597409,0.32%,KPN1049,KPN676,KPN757,20.2076,0.73,24.8886,0.72,6.6087,0.73,2.6641,0.73,0.5437,0.76,0.566,0.8049,1.0658,1.5374,0.6683,-0.20417655,0.72,-0.44657579,0.73,-0.4558,0.71,0.5585,0.66,-0.0191,0.64,-0.0052,0.65,-0.1698,0.66,-0.3346,0.68,-0.3105,0.65,1.5385,0.65,-0.1536,-0.3357,-0.5203,0.9621,-0.2708,-0.4184,-0.3797,-0.6268,-0.9342,0.7787,-2.3032,0.74,-2.6262,0.71,-0.8684,0.67,0.4776,0.56,0.0395,0.57,1.7357,0.8,-0.0616,0.61,-0.8907,0.62,-0.3309,0.59,0.7289,0.65,-1.1166,-1.3567,-0.4002,0.9209,0.2315,1.0838,0.0238,-1.749,-0.3579,0.3972,0.0761,0.75,4.2696,0.75,1.0238,0.74,0.6984,0.68,1.8151,0.78,-0.1393,0.77,1.1602,0.77,0.7908,0.75,1.0599,0.69,7.9082,0.7,-0.7023,0.5911,0.8294,-0.2594,0.0222,-0.9461,-0.4635,-0.0841,-0.3332,1.3857,-0.1359,0.73,0.2367,0.76,0.0717,0.7,-0.1508,0.63,-0.1419,0.77,-0.5693,0.77,-0.5579,0.76,-0.1822,0.72,-0.4549,0.62,0.5136,0.7,-2.0391,0.131,0.4315,-0.9976,-0.9195,-2.2999,-1.9302,-1.3834,-1.7865,1.4169,0,Y,-0.3309,-0.0616,0.8049,6.6087,0.5437,판매,0,Y,24.8886,20.2076,1.0658,-2.3032,2.6641,0.6683,보증,0,227597409,2310968853,0.566,1.5374,-0.8907,0.4776,0,KPN1270,20150224.0,0,0,참여,1.7357,0,-0.8684,0,0.7289,HA5701,-2.6262,0.0395,0,0,225592891.0,1225592891.0,1226519672.0,226519672.0,KPN1049,,
1265,KPN1271,227678085,0.67%,KPN1049,KPN676,KPN757,28.6143,0.72,30.7341,0.72,-0.0349,0.73,3.4995,0.73,-0.5687,0.76,1.0622,1.074,-0.2923,2.0234,-0.4926,-1.55570102,0.72,-1.73386359,0.73,-1.9108,0.71,1.1926,0.67,0.7995,0.64,0.8075,0.65,0.2306,0.66,-0.139,0.68,0.1129,0.65,4.1675,0.66,-0.9591,-1.0628,-1.2075,1.7642,0.8167,0.7548,0.1949,-0.4065,-0.0311,2.0694,-0.2574,0.74,-0.6598,0.72,-1.2256,0.68,0.6514,0.57,0.43,0.58,0.7859,0.8,0.9576,0.62,-0.4047,0.63,1.0247,0.6,2.5282,0.66,-0.142,-0.3689,-0.5611,1.1889,0.7129,0.4503,1.1682,-0.7607,1.4655,1.0949,0.2517,0.74,3.5456,0.75,0.8597,0.74,0.0443,0.67,1.9267,0.77,0.2458,0.77,2.3824,0.77,1.2591,0.75,2.6662,0.68,7.8949,0.7,-0.208,0.289,0.5159,-0.8434,0.0857,-0.677,0.0625,0.4272,0.5929,1.3814,-0.103,0.72,-0.0342,0.75,0.0094,0.7,-0.3768,0.62,-0.1625,0.76,-0.4988,0.76,-0.303,0.75,-0.0908,0.71,-0.1435,0.61,0.3282,0.69,-1.5105,-0.7397,-0.3235,-2.1961,-1.0023,-2.0134,-1.1389,-0.6688,-0.4909,0.8119,0,N,1.0247,0.9576,1.074,-0.0349,-0.5687,미판매,0,N,30.7341,28.6143,-0.2923,-0.2574,3.4995,-0.4926,후보,0,227678085,2096057829,1.0622,2.0234,-0.4047,0.6514,0,KPN1271,20150303.0,0,0,미참여,0.7859,0,-1.2256,0,2.5282,HA5702,-0.6598,0.43,0,0,225592891.0,1225592891.0,1226519681.0,226519681.0,KPN1049,,
1266,KPN1272,227851636,0.50%,KPN1035,KPN683,KPN642,54.2396,0.89,47.1496,0.79,7.5888,0.73,0.8075,0.71,0.3816,0.74,2.5746,1.8296,1.2662,0.4576,0.4992,3.43224573,0.73,3.55132079,0.74,5.7206,0.72,0.2686,0.68,1.2184,0.65,0.8388,0.66,1.4431,0.67,1.7812,0.69,0.8832,0.66,1.2832,0.67,2.0138,1.9222,2.3969,0.5954,1.3732,0.8,1.9353,1.7572,1.6118,0.6534,2.9816,0.74,2.267,0.71,4.7043,0.67,0.4657,0.55,0.7765,0.56,1.1442,0.8,1.4401,0.61,0.5767,0.62,1.469,0.58,0.5006,0.64,1.401,1.1014,2.1094,0.9026,1.1401,0.6893,1.7101,1.2346,2.0631,0.3087,0.7689,0.76,5.4191,0.78,1.2099,0.77,2.7123,0.69,3.991,0.8,3.3607,0.78,5.7838,0.79,1.8546,0.78,3.8066,0.72,8.4908,0.75,1.2476,1.0707,1.1848,1.5388,1.2611,1.5001,1.5263,1.0773,1.2504,1.5774,-0.0275,0.71,0.1505,0.74,0.0407,0.69,0.1258,0.61,0.1369,0.75,0.0932,0.75,0.2522,0.74,-0.0536,0.7,-0.1164,0.6,0.0655,0.68,-0.2983,-0.1462,0.0561,0.4685,0.1987,0.3912,0.5843,-0.378,-0.378,-0.0452,0,Y,1.469,1.4401,1.8296,7.5888,0.3816,판매,0,Y,47.1496,54.2396,1.2662,2.9816,0.8075,0.4992,보증,0,227851636,2095817144,2.5746,0.4576,0.5767,0.4657,0,KPN1272,20150306.0,0,0,참여,1.1442,0,4.7043,0,0.5006,HA5701,2.267,0.7765,0,0,225731476.0,1225731476.0,1225060889.0,225060889.0,KPN1035,,
1267,KPN1273,227580339,1.21%,KPN887,KPN497,KPN757,15.8639,0.83,32.7649,0.79,7.7254,0.76,-1.7163,0.76,1.2646,0.78,0.3096,1.1674,1.2941,-1.0104,1.4207,0.4909983,0.76,0.59872687,0.76,0.386,0.75,0.2065,0.71,0.7572,0.69,-0.2273,0.69,0.3256,0.7,0.0073,0.73,0.0748,0.69,1.7038,0.7,0.2607,0.2547,-0.1227,0.5168,0.7606,-0.7391,0.3314,-0.2416,-0.1123,0.8599,2.0553,0.77,1.4399,0.74,-0.8289,0.71,0.3878,0.61,1.9508,0.61,0.4655,0.82,1.1014,0.65,0.186,0.66,0.2486,0.63,4.405,0.69,0.9597,0.6859,-0.3824,0.7824,2.5877,0.2366,1.3297,0.4403,0.4216,1.8225,0.9113,0.78,5.2658,0.79,0.9233,0.78,1.7931,0.72,4.2234,0.81,3.3151,0.81,5.4178,0.81,1.8327,0.79,2.5542,0.73,7.8192,0.75,1.6485,1.0067,0.6374,0.718,1.3935,1.4682,1.3688,1.0534,0.5283,1.3564,0.0333,0.75,0.2296,0.78,-0.0131,0.73,0.0115,0.66,0.2872,0.79,0.176,0.79,0.3025,0.78,-0.0082,0.74,-0.2431,0.65,0.1648,0.73,0.6795,0.108,-0.5965,-0.1371,0.8018,0.7273,0.7404,-0.0224,-0.9051,0.2788,0,N,0.2486,1.1014,1.1674,7.7254,1.2646,미판매,0,N,32.7649,15.8639,1.2941,2.0553,-1.7163,1.4207,보증,0,227580339,2310526569,0.3096,-1.0104,0.186,0.3878,0,KPN1273,20150215.0,0,0,미참여,0.4655,0,-0.8289,0,4.405,HA5701,1.4399,1.9508,0,0,224047710.0,1224047710.0,1226085755.0,226085755.0,KPN887,,
1268,KPN1274,227700551,1.21%,KPN1035,KPN683,KPN586,56.0247,0.89,51.922,0.8,8.6787,0.74,-1.3098,0.73,1.6582,0.76,2.68,2.0493,1.489,-0.7739,1.8315,1.95939827,0.73,1.94790709,0.73,3.2504,0.72,0.0564,0.67,0.6641,0.65,0.5888,0.66,0.4964,0.67,0.6956,0.69,0.5416,0.66,0.3685,0.67,1.136,1.0167,1.2302,0.327,0.6368,0.4391,0.5765,0.5339,0.8832,0.2043,3.8298,0.75,3.6635,0.73,3.4448,0.69,0.952,0.59,0.2039,0.59,1.5306,0.81,1.152,0.63,0.983,0.64,1.0029,0.61,1.6268,0.67,1.8051,1.8029,1.5422,1.6524,0.4342,0.947,1.3866,2.0608,1.4362,0.7454,0.7885,0.78,5.3009,0.79,1.323,0.78,1.1133,0.71,3.6174,0.81,2.0903,0.8,5.1386,0.81,2.0052,0.79,2.3267,0.73,9.488,0.76,1.3027,1.0214,1.4008,0.1111,1.0484,0.6121,1.2486,1.2418,0.3972,1.9056,-0.0141,0.73,0.1697,0.76,0.08,0.71,-0.196,0.63,0.0794,0.77,-0.1771,0.77,0.1755,0.76,0.0027,0.72,-0.4236,0.62,0.436,0.7,-0.082,-0.0843,0.5326,-1.2377,-0.032,-0.7069,0.3462,0.0627,-1.6562,1.1636,0,Y,1.0029,1.152,2.0493,8.6787,1.6582,판매,0,Y,51.922,56.0247,1.489,3.8298,-1.3098,1.8315,보증,0,227700551,2310913796,2.68,-0.7739,0.983,0.952,0,KPN1274,20150303.0,0,0,참여,1.5306,0,3.4448,0,1.6268,HA5701,3.6635,0.2039,0,0,225731476.0,1225731476.0,1224818098.0,224818098.0,KPN1035,,
1269,KPN1275,227700290,1.74%,KPN872,KPN769,KPN768,56.7681,0.74,60.5442,0.74,7.8255,0.75,-0.7071,0.74,-0.1539,0.77,2.7239,2.4462,1.3146,-0.4233,-0.0597,0.94159389,0.76,1.47902012,0.77,2.8061,0.75,-0.4578,0.72,0.521,0.69,1.1877,0.7,0.7046,0.71,2.4153,0.73,0.7696,0.7,1.4534,0.71,0.5293,0.7518,1.0204,-0.3236,0.4467,1.3037,0.8753,2.4717,1.3696,0.737,0.9888,0.78,1.7821,0.76,1.8041,0.73,-0.6573,0.63,-1.0327,0.64,0.7099,0.83,1.8419,0.68,0.7561,0.69,0.7867,0.66,-0.3478,0.71,0.4517,0.8578,0.8033,-0.8291,-1.0902,0.3996,2.1612,1.5994,1.1453,-0.0203,1.1813,0.75,7.1642,0.76,1.1938,0.75,3.7656,0.69,5.2382,0.78,3.6088,0.77,7.178,0.77,2.9498,0.76,5.6823,0.7,10.6114,0.72,2.4083,1.7988,1.1541,2.4792,1.9713,1.6735,2.1262,2.273,2.3318,2.2752,0.0038,0.73,0.1942,0.75,-0.0609,0.7,0.2768,0.63,0.1753,0.76,-0.0955,0.76,0.2069,0.76,0.0349,0.72,-0.0041,0.63,-0.114,0.7,0.2049,-0.0058,-1.1762,1.2696,0.3529,-0.3756,0.444,0.3141,0.089,-0.6307,0,N,0.7867,1.8419,2.4462,7.8255,-0.1539,미판매,0,N,60.5442,56.7681,1.3146,0.9888,-0.7071,-0.0597,후보,0,227700290,2095960381,2.7239,-0.4233,0.7561,-0.6573,0,KPN1275,20150328.0,0,0,미참여,0.7099,0,1.8041,0,-0.3478,HA5702,1.7821,-1.0327,0,0,224194063.0,1224194063.0,1225927319.0,225927319.0,KPN872,,
